gen	ENSG00000127720	ENSG00000256574	ENSG00000109819	ENSG00000161057	ENSG00000237787	ENSG00000051596	ENSG00000172244	ENSG00000189241	ENSG00000182511	ENSG00000100796	ENSG00000111886	ENSG00000082701	ENSG00000198453	ENSG00000163312	ENSG00000158427	ENSG00000089335	ENSG00000101916	ENSG00000182793	ENSG00000107185	ENSG00000167757	ENSG00000197620	ENSG00000130707	ENSG00000134779	ENSG00000079308	ENSG00000165272	ENSG00000021461	ENSG00000179097	ENSG00000164307	ENSG00000204119	ENSG00000136531	ENSG00000077092	ENSG00000120500	ENSG00000253251	ENSG00000259494	ENSG00000250210	ENSG00000226321	ENSG00000178075	ENSG00000186105	ENSG00000100982	ENSG00000204661	ENSG00000035499	ENSG00000146094	ENSG00000258708	ENSG00000163082	ENSG00000183791	ENSG00000091732	ENSG00000127511	ENSG00000168813	ENSG00000237441	ENSG00000048392	ENSG00000198711	ENSG00000245848	ENSG00000233889	ENSG00000058063	ENSG00000126581	ENSG00000101282	ENSG00000175084	ENSG00000189013	ENSG00000136098	ENSG00000113966	ENSG00000178053	ENSG00000100473	ENSG00000171450	ENSG00000168393	ENSG00000185787	ENSG00000047315	ENSG00000203784	ENSG00000184012	ENSG00000111269	ENSG00000163624	ENSG00000151414	ENSG00000187824	ENSG00000008513	ENSG00000242498	ENSG00000165898	ENSG00000174446	ENSG00000089101	ENSG00000105672	ENSG00000124787	ENSG00000101846	ENSG00000070770	ENSG00000187550	ENSG00000005486	ENSG00000259224	ENSG00000118705	ENSG00000124588	ENSG00000189132	ENSG00000222020	ENSG00000136160	ENSG00000135426	ENSG00000056661	ENSG00000006625	ENSG00000166199	ENSG00000186113	ENSG00000128590	ENSG00000025423	ENSG00000166926	ENSG00000078018	ENSG00000172772	ENSG00000132305	ENSG00000115183	ENSG00000100218	ENSG00000167699	ENSG00000129244	ENSG00000196431	ENSG00000166578	ENSG00000138594	ENSG00000181634	ENSG00000166592	ENSG00000134262
150	2.04051432884813	-0.404232116895029	0.560193301252173	2.20568723979764	-1.17683258759514	2.12159284208945	-0.0370561544720351	2.53177498734552	2.34835663110368	3.29385174305871	0.811317933484274	2.54589059739034	1.47964426598063	2.73173752635966	-1.50535338211608	2.3546952470596	1.40681774987584	-2.03310889691712	2.69149642389671	2.29775863531523	0.943972811632057	3.14894259097208	2.24132809908984	3.06579589382474	3.60143898296198	-1.22751183894061	-0.477439316716222	2.2784793829661	-2.19657966445494	-0.101330224216347	2.73643543499427	-0.972444053301686	0.854253728318319	2.24043688621832	-2.96298791511146	0.186369132868701	2.21549304609367	-0.546585682409866	2.60345286904784	-1.92031554925613	0.611136089325946	3.56890087354946	1.64820443289028	2.36374079445331	-2.20588361776468	2.40632178549889	3.48545222878985	2.42407916849442	4.20910395396721	2.52436298440044	0.864749949492168	1.89113298365224	-2.72028933056293	1.81499616905835	3.1379054738401	2.63262802945115	2.8914586038374	0.818661925496353	4.07176804471201	2.240632721154	-0.195278873075303	-0.566836956934317	-1.22853324071485	3.70375261908501	4.09887983615738	3.79286513421933	-1.62758094485434	3.06461040386827	3.29351830194	-0.0182976991398025	3.93546239133185	2.33149068960887	2.57291057340831	1.52583690615476	1.24604834157625	3.48415877023885	1.7845372119204	1.29022809393915	-0.222204292737703	1.29856577636997	3.18210931955762	-3.09137640285757	2.83452018323029	-1.35130015663227	3.05337876618012	2.05991118595564	-1.45043326792228	1.34679952953852	3.55669825002373	0.853083832678183	2.45876107315608	2.63822439857416	2.38879102614903	-4.05164159955704	2.62744694583563	3.21040415770939	0.00771089047228457	2.32917513131763	-1.92891370227451	3.70154181415337	4.11237380218152	1.08643049953501	3.00011366944286	3.28296050340677	-1.25184349961859	1.77635013991552	3.56076421407209	-0.346013573881666	3.84592542770091	2.50104463957827
200	1.85645380100601	-0.229334384510384	0.990617430892395	3.20774079373217	-1.32975872530625	2.80905868883472	0.489581908031126	2.68600337369129	3.01269317081285	2.67507814311394	1.28410195481349	2.34734959424966	1.11137624925672	2.27081543766941	0.0919566937850742	3.44052584042974	3.05694032531343	-2.00469213164803	2.41746910842683	3.34222256986027	2.71010959867622	4.29528797993083	1.21887005514341	3.26967896663146	4.03080752105034	-1.06576978165229	-0.722289670777648	2.79369250821003	-0.900925121214744	-1.06183677292074	3.4546377178521	-1.02061710606628	1.29017254172474	2.00035073263847	-2.9862303070288	1.98240050711477	2.1089363438556	0.743752978014193	3.85192899395197	-1.2045461772646	0.287676964681038	3.56693684882927	0.831948961429052	2.3025156951428	-2.62926010115492	2.52643000322079	4.39955998649498	1.80348299752801	3.71788751438753	3.63000400422101	-0.337488476275384	1.75596463143264	-10	1.19060259848247	3.34616629287393	3.21831001607135	3.89189423376384	0.693822707945895	3.21423653432949	2.66003939575008	1.32098909201794	-0.00309551668954716	-0.868684758224035	3.10640154229567	4.25370084855064	3.60854669290873	-0.292359768267982	2.74221320100472	4.36132467667151	3.24552438145516	3.3779518309611	1.70177675531432	3.10209798030069	2.94453354266591	2.5284163740495	2.22341189564077	1.09259764008463	1.15056342182534	0.612821768112737	2.63482701102813	2.54099301340277	-3.24409801240174	2.88630623222244	-1.03057971160776	3.25140400166589	3.03178157280337	-2.88276154116984	1.78906844782545	4.12754549746936	2.23404721741208	2.34426798518791	2.76299050522207	2.51886440933254	-4.69223235599491	3.99334802137424	3.81497400449332	0.9190761584199	2.81947703895164	-1.74406383881429	3.31881868616524	2.24499905199275	0.501328154511718	3.52749666291543	2.80499376002604	-2.16349609227724	1.26495127000616	2.7921626033227	0.97887641750248	4.00591690178939	2.62792059963392
250	2.13812145185559	0.595534391676708	1.23431433610104	3.35105065313575	-3.37181453934663	2.46059764120636	0.933410313492794	3.25786965725426	3.98610371211947	3.38749991718197	1.13449361129451	2.95293553311153	0.489695610285287	1.67232776857774	0.459570697996607	2.92595403096851	2.8603457409351	-1.41397004699517	3.11289278534784	3.2168455488166	2.27223167766469	4.50331601225925	1.72350154291589	3.16817260383248	3.93491132419282	-0.570256827749717	0.638049740800106	2.48299145032138	-1.88831305506464	-1.6882474641091	2.51765724178591	-2.01161494122902	2.22100394869828	3.207461106359	-2.12048231881868	0.960006636317434	2.31239709099832	0.917283052940545	3.74535683160002	-1.97715949581156	1.0224528279811	3.85765977799637	2.06830048210074	2.31028418287344	-1.25622554748973	1.98044010483277	3.80633792829151	3.17699627421019	3.98545348351007	3.14110020560417	0.0920097962518458	1.43738153305285	-3.63833745453177	3.05073842798108	2.67261257138042	2.96540080183008	4.69001507762557	0.0106554359174404	2.60241666339994	3.2892923009998	1.26376392239415	1.20529384836103	-0.941339620858962	3.25532029489463	5.12654099225469	3.31065706332451	-0.361681849561942	4.37171648095892	3.13283809520584	2.72779283954732	2.97023039651196	2.32129625072983	4.15028111975927	3.26878248096158	3.09126977263084	3.36053141216053	0.597274865104633	1.14518932391415	0.458787207472211	1.33730476643282	3.21319917797078	-1.77395040571776	3.56274719629722	-1.03101941263325	4.37035486858536	3.95216375299566	-2.66389447398028	2.79978654357741	3.62119789073947	0.769236071026679	3.86328568062028	2.50120456230143	2.88753054041186	-5.14342937444959	2.92314267485815	3.66607576196353	0.922882604092025	2.84694503049373	-3.70666416233665	3.08296991459609	2.21703746262464	0.144649930424787	2.78434327086175	3.23487602861099	-1.43676935585808	2.45376555433299	3.44006848406949	0.871221994132209	3.98065170280653	2.57772004593793
300	1.77207187848466	1.92567869921328	0.737704196653593	3.80690999880487	-4.77879192981082	1.47847874139737	0.0508813138727754	2.30562379387535	3.20848668885488	3.13903300195279	1.37058367937248	2.5075211809478	2.05154400321078	2.25556412016783	-0.183269689858788	3.57859712834285	2.88375211109913	-1.28378951477186	2.10856141806065	3.39526069914673	1.71485331746878	4.01741896855091	2.11212683971939	3.7373754085513	4.00007063083229	-0.327095614408693	-0.346908039027108	3.72017110709392	-1.04382280585517	-1.02191360682377	2.54972075792047	-1.92465667937084	1.87315482789402	1.98043182852575	-1.92784678074981	2.09403258383699	1.2763239495172	1.040792247429	3.79270651349056	-2.45875382009557	0.971102154384226	4.04313628223163	0.773539478887096	1.40027929347878	-2.66241529254425	2.37144064655491	3.59374712709459	1.95409930818306	4.71297153175094	2.79412423010997	0.284234200812514	0.969948385507957	-2.07049195550425	2.2868167149384	3.37495542208816	3.50957126150289	4.25175740735572	0.231275754618833	1.86731126547684	2.77288622532895	2.75480603642191	0.769784336154756	0.17916393752448	3.28938734826087	4.23081772386522	2.80561339188993	-0.583048526768364	3.16724007711711	3.28503821835737	2.52770760888423	3.39440327689433	2.61287648214452	2.93627779819272	2.49482450547488	2.922109557085	3.38080133001419	0.913527802302089	-0.188244073936603	1.87021460897505	2.70874104094531	3.01383249839066	-2.71861511931735	3.80942874540506	-2.21471120928279	4.34086534720739	2.97518021929792	-3.70649378550466	2.34640182942829	3.44466097440913	2.35569391154688	2.76422499832801	3.91422384431596	2.89165780402052	-1.4412785324233	4.03071072456596	2.76569274822362	1.76143015004902	2.65303282676174	-1.97803679327282	2.98455635621097	3.02535607187023	-0.156490130675662	3.37516599820915	3.12697741875357	-1.9886249291083	2.04281029130631	2.60361177994346	0.76531198328651	4.45052412974166	2.9167963409748
350	1.48485858007063	1.42503423319903	0.232309043820049	3.44509059086419	-3.85042055107141	1.93375359104988	0.661864048563263	3.39155645625237	3.36863505013078	3.29127573230882	0.814667826647278	3.22373360199449	1.70184444333316	2.41149135519799	0.478740028680012	2.9138459685371	1.66829886531329	-2.32343546851673	2.96556096518791	3.53454275206866	1.93192197081833	4.23974415912119	2.18466276533917	3.60222717588797	3.53276011847633	-0.75870013560946	-1.08550848849353	3.18266736617682	-1.45234499307955	-0.924956749676042	2.68025103304531	-1.03444886350867	1.41120472546302	3.17651448524038	0.240600483417298	1.86334860019093	1.33599624161788	1.43200162160236	4.04681404696156	-2.21875599968358	-0.133827785384396	2.92441200509799	1.62533652383751	1.74834229880879	-3.73632724263111	2.63409864661077	3.81776518475052	1.61470378076922	4.55265246414794	3.64817184589747	0.22888044062567	1.05030833844728	-1.43724086549158	2.78943910243259	3.5507179932402	2.65344264251485	4.71111365541614	0.162676185258026	2.33492293295936	2.86789055075424	2.22570646585476	0.172774593714901	-0.429779625429747	2.51436378999837	4.51825912395265	3.90218815508163	-0.266532619463254	3.09935016096389	3.53292221203618	2.70463144930622	3.17093801785948	2.42513573930398	3.6017314135734	2.5212474793406	2.46588231513337	3.23888663302035	0.833243999294079	0.111732124955997	2.79215273415778	2.52017371892099	3.57083244775946	-3.35114580190196	3.45745528432974	-1.95498623483885	4.85791647572859	3.12166353124026	-3.61287540014203	2.2656231296682	3.4162596191149	2.19204678466521	2.82948537561058	3.646805609428	2.53261543602844	-2.44925920388132	3.76200732323753	3.59912691943287	1.51137933653468	2.9292009462588	-4.29883110922938	4.48017475157234	3.99239692449768	0.42126238894529	3.00023682724025	3.04765549659052	-2.05603382598294	1.64111519865607	3.43118205675923	0.57372076299726	4.78028243058987	2.69707891500717
400	0.699559419025177	0.646272494785981	-0.0138086153677446	3.84783104328995	-1.29613561970477	1.25471201042746	-0.447695187971218	3.14766368969354	3.80106071868497	3.16845452320766	0.647584445014492	3.21886869386034	0.0985096862034252	1.90033894644634	-0.889580612307946	3.11506783326148	1.14227151685712	-2.96486645175456	3.09010852016958	3.22523319833637	1.7842469500574	4.3211694925239	2.82395096308558	5.03300451555853	3.43633161360642	-1.84874611776735	-0.781548770128738	2.97945533653114	-1.08116042680903	0.145303831380232	2.78271892772871	-1.18015036432193	0.995807503144749	3.75983576095832	-1.25497754273362	1.41143427454582	1.85302522716176	0.669832986389084	3.82058691804755	-2.70953320714079	0.167522724973209	3.19548551657038	1.56906574898147	1.87181658100585	-2.90664909138464	2.30042080736295	3.70294041583968	2.16417140427534	4.55467721250111	3.88434455672925	0.130310270886997	1.27833689754465	-2.28433955269552	3.87243413288602	2.99638409255286	2.75413839171469	4.42539265730004	0.142404806082084	3.00368569802524	1.90894554380664	2.16747080947817	0.917305726321974	-1.53704535725289	2.9778195305625	4.22609249973728	2.70926172381896	-0.21802749522287	2.88741790007601	3.35148392078069	2.42002128592755	3.16075753456296	1.78083640603032	3.54044515183801	2.52867743100386	2.14161421097256	2.84867680323593	-1.04374757780518	1.90178368741582	1.33170736920413	2.60384198291532	2.12907563031373	-3.26036969321395	4.30555633789689	-2.26882709946774	5.2760067666187	3.41926427398654	-3.14750055764886	1.60551286581659	3.51276147757139	2.16821955290595	2.11363431286924	3.13661517524236	2.85451621628097	-2.55207090383152	2.9126024997215	3.61663645243116	2.23301100423303	2.47358758267752	-2.53425499835007	3.04656169435538	3.34669102246768	0.722327091472594	3.71564540746248	2.8502088451306	-0.745901258099109	2.11499523393699	3.19725032922701	0.391524998121418	4.64688668092959	2.5003219741596
450	1.06991347888721	0.993271023236411	1.2731287396451	3.73551875474292	-2.81498886060421	1.35368665595663	0.290456453482701	3.55338461744171	3.80106071868497	3.71526154942629	0.999311288258031	2.93985927840281	0.341503711229566	1.90033894644634	0.592332916828714	2.91219958499662	2.63239144050584	-2.54198657613679	3.65232562304332	2.65927154779212	1.8535407557209	4.32337649636128	2.87763249483481	4.72110809555529	3.55651280086527	-1.23645932309293	-0.220685536956914	2.55352951237931	-0.962060603412903	0.516370680591444	2.537540079225	-1.9590878899242	0.995807503144749	3.04892350510014	-1.7918086578645	2.54704589998102	1.6300883814946	1.2917948992068	4.03618007714064	-2.87374589351598	-0.272060124954885	3.96941158457422	0.556727609709118	1.96567160493502	-3.31326631041841	1.94406785579577	3.86285827927512	3.07443797319301	4.08961871168573	4.23230112082679	0.534832436993011	1.26995921062518	-1.92650999264135	3.32109689056876	3.07782677878723	2.82972564056177	5.5323329602496	-0.861012663035486	2.76427336971854	1.88813165980479	2.32064609113761	0.272401756688684	0.180254564081842	2.73521144858845	4.20537209527241	3.89511389947928	-0.764371165839422	2.50334218856683	3.37093136047867	2.17278454918105	4.10618399211026	1.34839154953921	2.6126891341824	2.61288823722712	2.85345942710765	2.23107256107489	0.440213391925285	-0.122649305386128	1.51585138358836	3.91164510142206	2.91267293328205	-2.72218089616255	4.53597577901692	-0.029156913953131	5.46500093164968	2.61416024291688	-3.59529719147162	1.68159928217989	4.08073770361717	1.9127167519878	3.01654206282819	2.97948348924057	2.86254661736404	-3.56324749859659	2.99035564723267	3.73392491279498	1.40971835400006	2.29385867310429	-4.83724341435012	3.58898815512818	3.05213527245895	0.261052801429775	3.5630221008493	2.16850127266362	-1.48383374094629	1.73449704154321	4.06873904151641	0.818814724880193	4.89261789691782	2.45085396808125
500	1.07252960648991	0.401599468955894	1.5166300389698	3.68544003430796	-3.1215315653844	1.2322107535787	0.251350413082673	3.97462235957683	3.78762170843885	3.50892237941466	0.340681997433017	2.80480998744853	0.59475316907975	2.1239904010649	-0.368591026311039	3.78385549130632	1.6934231922488	-3.20511418623202	2.76372665786812	2.58098454070602	1.56385596167364	3.70371394477292	2.75117069485003	4.07009852152242	3.58025285739242	-1.15558792116775	-0.220685536956914	2.55352951237931	-0.577365637938506	-0.0144995103385304	1.88355070114355	-1.43602730731669	0.995807503144749	2.30341175571995	-1.73671312655168	1.52826594823405	1.93795382506471	1.30076621163588	3.82722955672918	-2.79560939935207	0.116446351955215	3.7553532768162	1.43966123564998	1.1749581363065	-2.67734148713173	2.27875176583009	3.68819893259311	2.4478952405009	4.21762806753666	3.5150220737057	0.431022949815424	1.38830127749184	-10	2.35569801605399	2.88005487279359	3.14886021057152	5.11762137254341	-0.861012663035486	2.99774256740832	1.88813165980479	1.85504634228309	-0.446791800654354	-1.33556504974141	3.15656607235066	4.98186643154861	3.92821706180066	-1.08273982402871	5.00702903403762	4.06797312642619	2.78550222694461	4.09697720780314	1.38356294450079	3.51489109312348	2.36269971689958	2.48826052397415	2.51075497513455	0.890355160157251	0.829705940088266	0.764189027723096	3.90870477153292	2.4814815562219	-1.93036497760519	4.4883609771908	-1.14533359373955	4.66439902435528	2.97053918163695	-3.41579328888375	1.82790729069391	4.1105819223303	1.15103308351859	3.5035753642382	1.90332505755943	2.63908269335189	-3.24419398027975	3.71849064862592	3.5731946152475	1.00819234489401	3.11408167429303	-3.21109309070025	3.75643734506771	3.02408170490234	0.0661976074222465	3.48979545714702	2.16850127266362	-1.48383374094629	2.25468757241975	3.84575352495621	1.52323031087321	3.80170771790888	2.3234430561716
550	1.33938206758677	-0.24295105771405	1.03583535507808	4.07389751110893	-2.81943706252602	1.54948854237562	1.10827744344959	3.64338532440048	3.10935112202437	4.17047376911971	0.480650661022864	2.91825867637441	0.479665310036487	2.74917977049276	-0.299822450039544	3.13931852781887	0.956571808477185	-2.50547974574908	2.18054955374999	3.18885126456297	2.29190960057422	3.91647515150732	2.8521656502258	4.38243484134774	4.07703534625292	-1.50181073451908	-0.562260533593781	3.44205811884714	-2.26818607790715	0.303854576697691	2.93967250829781	-1.49681459787548	0.888292357361628	2.98817195699634	-2.31349518645579	1.71123074129198	1.84432913821264	0.678667455689119	3.97414596478191	-2.03657458485345	-0.988599335636217	3.40061490304447	0.864561859735823	1.53396820784962	-2.9912268355224	1.56750973121609	3.80572344872393	2.74449758935045	4.38494259391609	3.07786322173861	0.165406955507396	0.966507802787517	-2.86893662964607	2.48872674731361	4.1690334659516	3.04592701072008	4.94510473633874	-1.09152933588848	2.67841542313296	1.86727715109575	2.15461270081974	0.506545673119091	-2.13656311068967	2.89613535200144	4.76041152284029	3.95711230100604	-0.622089060601608	3.96949504907458	3.11644217049615	2.5882022584315	3.59942287540817	1.91104054120607	2.58137244014747	2.55554533138819	2.21390040007809	3.45760086476226	-0.195476750262324	-0.450367786635754	1.26399798193231	2.19090498498571	3.26722730349919	-1.07183708698906	3.92431011820004	-1.40188534740773	4.45915776800052	2.82663735754763	-3.14587954949163	3.40810218500629	3.7325036523525	1.67487277636468	3.76477111379558	3.26005683780495	2.84539972778082	-2.72857625207717	3.20473967987576	4.70977146971141	1.06183971201934	2.50124579220239	-2.93678854472426	3.75643734506771	3.47098223006921	0.39982452855549	3.88986774390798	3.11793675776621	-1.87043683451925	1.65889137857236	3.09914517383972	0.379806691493891	4.01188499533793	2.35425787273108
600	1.06231998931613	-0.649542849065442	1.19746273214816	3.70796303479424	-4.57341709084256	1.79607191759629	0.880699169159448	3.87901999410177	3.79174583801477	3.69180283038362	1.0752695063148	2.5456756309392	0.464436247315475	2.06103915642124	0.452447081574796	3.42757280618023	1.86090628193168	-3.07234553491332	2.50371302496118	2.38318218714107	2.29190960057422	3.87236510687496	2.48057117894703	4.94213820212445	3.87516964484364	-1.41322834564461	-0.719643435542041	2.53949919486373	-1.55636115555766	-0.667373981502164	2.24618795772242	-0.764329922686531	1.01204623712196	2.04071867798664	-2.41024088685792	1.70887414624932	1.19927727496002	1.34757031655341	3.97450075845922	-2.75540143303584	-0.988599335636217	3.40061490304447	0.826927724177733	1.7935250265443	-2.38135522199859	1.33797028548902	3.58050470439419	1.55530236731176	4.34346418816254	4.16355896306385	0.165078652884116	0.966507802787517	-3.40974111835183	2.81796275551005	3.78533538792873	3.08371730704927	5.67859887352991	-0.981064807523482	2.68278429302808	2.08576971632863	2.21631718028816	-0.650508017656827	-2.12426554767995	2.63492563194461	5.14808736987442	3.95711230100604	-0.622089060601608	4.09900242346429	4.13271480360526	2.75116243126945	3.46044522211087	1.61796207989633	3.23495661601029	2.64322902910511	2.03911060613071	2.92960836060247	-0.195559532168484	-0.0603278547366338	0.187124654697082	2.19090498498571	3.65346199830924	-2.26492235370675	4.77692841700099	-1.76657496504492	5.44866858900219	2.83132551034693	-3.48423294037901	3.07695361836615	3.92782696747645	1.63808936949628	3.71458310449718	2.91366870228389	3.17313416799237	-2.5324574413719	3.2156536351605	3.19593972400882	0.694953037002073	2.49805584049226	-4.23422593956344	3.66405562890703	2.82496316844027	0.594661306247051	3.73401635748726	2.20844109326122	-1.1027382483299	1.56978240103771	2.60644141104253	0.929892289831199	4.05267404509022	2.35425787273108
